movie_title,critic_name,top_critic,publisher_name,review_type,review_score,review_date,review_content
M3GAN,Diego Batlle,False,Otroscines.com,fresh, 4/5 ,"Jan 18, 2023",M3GAN never stops working within the most efficient canons of entertainment with massive aspirations. [Full review in Spanish]
M3GAN,Erin Maxwell,False,LA Weekly/Village Voice,fresh,,"Jan 17, 2023",It can be Puppetmaster or Gremlins or even Ghoulies and you can still have a damn good time. This is where M3GAN lives– somewhere between riveting and ridiculous.
M3GAN,Stephen Romei,False,The Australian,fresh,,"Jan 17, 2023","The ending is predictable, as it is on a roller coaster, but it's a thrilling ride all the same. For Wan's Atomic Monster Productions and Blumhouse Productions it may be the beginning of a beautiful friendship."
M3GAN,Maria Lattila,False,whynow,fresh, 3/5 ,"Jan 17, 2023","The film might already have the cult following it so clearly desires and it might even act as a great gateway film to horror for younger film fans, but the lack of suspense in the last act nearly kills the film."
M3GAN,Bobby LePire,False,Film Threat,fresh, 8.5/10 ,"Jan 17, 2023",M3GAN delivers in every way that truly counts.
M3GAN,Trace Thurman,False,Horror Queers Podcast,fresh, 3.5/5 ,"Jan 16, 2023","The film is just shy of great, but I doubt you'll have a more fun time at the theaters this year."
M3GAN,Steph Green,False,WeLoveCinema,fresh, 3/5 ,"Jan 16, 2023",Pleasingly stupid.
M3GAN,Joe Lipsett,False,Horror Queers Podcast,fresh, 3/5 ,"Jan 16, 2023","It's not on the same gonzo level as Akela Cooper's Malignant, but this is a perfect example of gateway horror (particularly for young girls). Cheers to Allison Williams for continuing to pick out of the box projects."
M3GAN,Wendy Ide,False,Observer (UK),fresh, 4/5 ,"Jan 16, 2023","M3gan is an enjoyable horror-lite romp: knowing, amusing, but not particularly scary."
M3GAN,Edwin Arnaudin,False,Asheville Movies,rotten, C- ,"Jan 15, 2023",Limited by a PG-13 rating and filmmakers who aren’t sure what kind of movie they’re creating.
Puss in Boots: The Last Wish,Douglas Davidson,False,Elements of Madness,fresh, 4/5 ,"Mar 5, 2023","Riding the line between the silliness of the ""Shrek"" Universe from which it came and something far more Grimm, ""Puss in Boots: The Last Wish"" explores the value of appreciating where you are and what you have ..."
Puss in Boots: The Last Wish,Matt Brunson,False,Film Frenzy,fresh, 3/4 ,"Mar 5, 2023",It does a fine job of balancing its knockabout humor with a surprisingly somber tale of how the specter of death can limit one’s ability to fully embrace and enjoy life.
Puss in Boots: The Last Wish,Jack Bottomley,False,Starburst,fresh, 5/5 ,"Mar 1, 2023","The Last Wish is a spellbinding, funny, and gorgeous piece of animated storytelling that restores this franchise to past glory. The real cat in the hat is back, and his boots are very much made for walking!"
Puss in Boots: The Last Wish,Annie Banks,False,Chuck Load of Comics,fresh, 8.5/10 ,"Feb 22, 2023",Puss in Boots: The Last Wish takes necessary risks without losing subscribing to the assumption that all sequels lose their luster.
Puss in Boots: The Last Wish,Matt Hudson,False,What I Watched Tonight,fresh, 9/10 ,"Feb 20, 2023","Emotional and surprisingly excellent, Puss in Boots: The Last Wish is one of Dreamworks' best and a real crowd-pleaser."
Puss in Boots: The Last Wish,Edward Porter,False,Sunday Times (UK),fresh,,"Feb 14, 2023","... the film is enjoyable in its way, partly thanks to a painted style that rejects the usual sheen of modern animation."
Puss in Boots: The Last Wish,Ed Potton,False,Times (UK),fresh, 4/5 ,"Feb 14, 2023","Joel Crawford and Januel Mercado get the tone Goldilocks-right — not too scary, not too bland — and add some stylish angular slow-motion fight sequences."
Puss in Boots: The Last Wish,Yasser Medina,False,Cinemaficionados,rotten, 5/10 ,"Feb 10, 2023",Its adventure loses its charm when the cat and his gang often travel through the same easy terrain where the surprise of fairy tales is absent. [Full review in Spanish]
Puss in Boots: The Last Wish,Benjamin Wiebe,False,InSession Film,fresh, B+ ,"Feb 10, 2023","Puss in Boots: The Last Wish is an 11 year sequel with something to prove, and while its meta-textual elements don’t quite reach the highs of Shrek 2, it’s a work of art you must see this holiday season."
Puss in Boots: The Last Wish,Jamie Healy,False,Radio Times,fresh, 4/5 ,"Feb 9, 2023","The Last Wish proves a sensational, swashbuckling return for everyone's favourite costumed cat."
Puss in Boots: The Last Wish,Jaby Koay,False,CinePals,fresh,,"Feb 9, 2023",It lived up to all of the hype... the story was so strong.
Puss in Boots: The Last Wish,Dan Buffa,False,Dose of Buffa,fresh, B ,"Feb 8, 2023","Coming in at a brisk 100 minutes & carrying enough pop culture humor to fill two movies, this sequel gives you the goods. It’s a ticket to the Antonio Banderas show. He puts in wonderful voice work, infusing the sword-savvy feline with charisma & passion."
Puss in Boots: The Last Wish,Clarisse Loughrey,False,Independent (UK),fresh, 4/5 ,"Feb 7, 2023",The Last Wish offers something different and unexpected: Puss has grown up with his audience.
Puss in Boots: The Last Wish,Veronica Lee,False,The Arts Desk,fresh, 4/5 ,"Feb 6, 2023","The animation style is warm and uses high colour, the film's visual richness giving the impression almost that we're stepping into a picture book. It's very appealing."
Puss in Boots: The Last Wish,Wendy Ide,False,Observer (UK),fresh, 4/5 ,"Feb 6, 2023","Harnesses the familiar appeal of the self-aggrandising feline (Antonio Banderas), while also adopting a distinctive and original graphic visual style."
Puss in Boots: The Last Wish,Brian Viner,False,Daily Mail (UK),fresh, 4/5 ,"Feb 3, 2023","It's witty and beautifully animated, though be warned that younger children might want to hide under the seat when the wolf comes along."
Puss in Boots: The Last Wish,Tara Brady,False,Irish Times,fresh, 4/5 ,"Feb 3, 2023","There is a lot to like here, not least Ray Winstone’s Papa Bear. The forests are Skittle-coloured. The set pieces are wild and kinetic. But it is Banderas’s star power that saves the day."
Puss in Boots: The Last Wish,Andy Lea,False,Daily Express (UK),fresh, 3/5 ,"Feb 3, 2023","The animation is gorgeous, the action is zippy and Banderas is brilliant. After a lean few months for family animation, kids and parents should lap this one up."
Puss in Boots: The Last Wish,Emily Breen,False,HeyUGuys,fresh, 4/5 ,"Feb 3, 2023",Puss in Boots: The Last Wish is a heartfelt adventure caper that tackles anxiety with surprising empathy and wit. A few cast members should have been lost in the woods but overall this one’s a winner!
Puss in Boots: The Last Wish,Robbie Collin,False,Daily Telegraph (UK),fresh, 3/5 ,"Feb 3, 2023","There’s an entire pick ’n’ mix stand of eye candy here – more than enough to satisfy younger viewers. But alas, it’s all empty calories."
Puss in Boots: The Last Wish,Dulcie Pearce,False,The Sun (UK),fresh, 4/5 ,"Feb 3, 2023","Banderas brings all the usual joy and energy to the character he made his own, and uses just the right amount of humour in the role, too."
Puss in Boots: The Last Wish,Victoria Luxford,False,City AM,fresh, 3/5 ,"Feb 2, 2023","If you are expecting something that will reinvigorate the genre, this will be a disappointment. However, what Puss In Boots: The Last Wish lacks in originality, it makes up for in laughs and heart."
Puss in Boots: The Last Wish,Maria Lattila,False,whynow,fresh, 4/5 ,"Feb 2, 2023","Puss in Boots: The Last Wish is a worthy sequel and Dreamworks Animation’s most ambitious, visually striking film in years."
Puss in Boots: The Last Wish,Peter Bradshaw,False,Guardian,rotten, 2/5 ,"Feb 2, 2023","How bland and forgettable this film is, without in the smallest way harnessing the real performing power of Banderas, Colman, Pugh, Winstone et al."
Puss in Boots: The Last Wish,Doug Walker,False,Channel Awesome,fresh, 4 / 4 ,"Feb 1, 2023","Funny, poignant, beautifully animated, an absolute delight for children and adults. Hands down one of the best films of the year."
Puss in Boots: The Last Wish,Alistair Harkness,False,Scotsman,fresh, 3/5 ,"Feb 1, 2023","In the tradition of Shrek, the film has fun deconstructing fairytale lore, though what really distinguishes it is the animation, which has a more painterly and pleasingly hand-crafted feel."
Puss in Boots: The Last Wish,Kate Stables,False,Total Film,fresh, 4/5 ,"Jan 31, 2023","What really elevates this sophisticated sequel is Banderas’ rich voicework, which reveals that, under Puss’ suave bluster, there’s a moody moggie discovering fear for the first time."
Puss in Boots: The Last Wish,Eddie Harrison,False,film-authority.com,fresh, 3/5 ,"Jan 30, 2023","…while the formula is aging like the furrball protagonist, Puss in Boots is the cat’s pyjamas as far as comfort food for kids goes…"
Puss in Boots: The Last Wish,Katie Smith-Wong,False,Flick Feast,fresh, 4/5 ,"Jan 29, 2023","A brilliantly entertaining instalment of the Shrek franchise - with dazzling colours, great characters and jokes galore, it is unadulterated family entertainment."
Puss in Boots: The Last Wish,Ben Travis,False,Empire Magazine,fresh, 4/5 ,"Jan 28, 2023","A cat always lands on its feet — and Puss In Boots: The Last Wish does so with considerable style, rapier wit, and surprising substance."
Puss in Boots: The Last Wish,Abhishek Srivastava,False,The Times of India,fresh, 3.5/5 ,"Jan 27, 2023",This film is unquestionably among the best in the Shrek universe.
Puss in Boots: The Last Wish,Michael Ward,False,Should I See It,fresh, 3.5/5 ,"Jan 22, 2023",...quite the fun surprise to uncover at year’s end.
Puss in Boots: The Last Wish,Rob Thomas,False,"Capital Times (Madison, WI)",fresh, 3/4 ,"Jan 20, 2023","“The Last Wish” consistently delivers good jokes for young and old, dazzling visuals, and an earnest message about living the life you’ve got."
Puss in Boots: The Last Wish,JimmyO,False,JoBlo's Movie Network,fresh, 8/10 ,"Jan 19, 2023",Puss in Boots: The Last Wish is a solid return for the imaginative and comedic fairy tale.
Puss in Boots: The Last Wish,David Nusair,False,Reel Film Reviews,fresh, 2.5/4 ,"Jan 19, 2023",...a decent-enough animated endeavor that could (and should) have been so much better.
Puss in Boots: The Last Wish,Pete Vonder Haar,False,Houston Press,fresh, 3.5/5 ,"Jan 19, 2023",Will lessons imparted about the appreciating what we have fly over the heads of younger kids? Possibly. Will off-handed references to drowning puppies? Possibly not.
Puss in Boots: The Last Wish,Chris Sawin,False,Bounding Into Comics,fresh, 4.5/5 ,"Jan 19, 2023","Puss in Boots: The Last Wish is stylish and fun with sleek animation, a thrillingly adventurous story, off-the-wall humor, and fantastic writing that is penned in a way that rejuvenates what was thought to be a dead CGI animated franchise."
Puss in Boots: The Last Wish,Jennifer Green,False,Common Sense Media,fresh, 3/5 ,"Jan 19, 2023","Shrek's charismatic cat buddy is back in fine form in this action-packed sequel. But Puss in Boots: The Last Wish might have done well to focus more on its characters, both familiar and new, and less on the nonstop action."
Puss in Boots: The Last Wish,Amy Nicholson,False,FilmWeek (KPCC - NPR Los Angeles),fresh,,"Jan 18, 2023",[Antonio Banderas] plays this character with so much delight... I find him very funny and charming.
Puss in Boots: The Last Wish,Charles Solomon,False,FilmWeek (KPCC - NPR Los Angeles),rotten,,"Jan 18, 2023",They borrow rather shamelessly from Spider-Verse... but to no great effect.
Puss in Boots: The Last Wish,Sean P. Means,False,The Movie Cricket,fresh, 3.5/5 ,"Jan 18, 2023","Puss in Boots: The Last Wish is one of those split-level animated movie that serves up a fun story for the kids, and jokes that will sail over the children’s heads and land with the grown-ups."
Puss in Boots: The Last Wish,Mike McGranaghan,False,Aisle Seat,fresh, 3.5/4 ,"Jan 18, 2023","Puss in Boots: The Last Wish is a sequel that doesn't feel like a sequel. Yes, the characters are familiar; the tone and visual scheme are new..."
Puss in Boots: The Last Wish,Cory Woodroof,False,615 Film,fresh,,"Jan 15, 2023","We’re probably past due for another Shrek movie, and this was a good reminder that there is more to do there now that DreamWorks seems like it’s actually trying again with the golden goose."
Puss in Boots: The Last Wish,Collin Garbarino,False,WORLD,fresh, 3/5 ,"Jan 13, 2023","The animation is smooth, beautiful, and action-packed. The excellent visuals complement a witty script with a virtuous message. ... Many characters in the movie become convicted of their selfishness, learning to be content with what they already have."
Puss in Boots: The Last Wish,Jennie Kermode,False,Eye for Film,fresh, 4/5 ,"Jan 11, 2023","Where earlier Shrek spin-offs depended heavily on retrodden fairy tales and became more and more self-referential, hemorrhaging energy, this one is a real return to form, a fully developed story in its own right."
Puss in Boots: The Last Wish,Pablo O. Scholz,False,Clarín,fresh, 3/4 ,"Jan 9, 2023","Winks to film classics abound, particularly in reference to Spaghetti Westerns... [Full review in Spanish]"
Puss in Boots: The Last Wish,Aaron White,False,Feelin' Film Podcast,fresh, 4/5 ,"Jan 6, 2023","I was not expecting this sequel to so smartly handle themes of companionship, fear of trusting others, mortality, childhood trauma, what makes us happy, need for identity, and how we define family, but here we are!"
Puss in Boots: The Last Wish,Kate Rodger,False,Newshub (NZ),fresh, 5/5 ,"Jan 5, 2023","As a self-confessed crazy cat lady, Puss purred his way into my cinematic affections long ago and I just loved him jumping back onto my lap again."
Puss in Boots: The Last Wish,Ray Gill Jr.,False,Willamette Week,fresh, 4/4 ,"Jan 5, 2023","Kids will be swept away by a fairy tale that sincerely and movingly evokes the power of family and friendship, while adults will admire how forthrightly the film confronts life beyond the endless hope of youth."
Puss in Boots: The Last Wish,Paula Vázquez Prieto,False,La Nación (Argentina),fresh, 3/5 ,"Jan 5, 2023",A successful cape and sword adventure. [Full review in Spanish]
Puss in Boots: The Last Wish,Linda and Al Lerner,False,Movies and Shakers,fresh,,"Jan 1, 2023","Director Joel Crawford (The Cross: A New Age) with Januel Mercado create a tech updated, and more colorful, action-packed animated story. The script by Paul Fisher and Tommy Swerdlow brings a more edgy and satiric kind of comedy."
Puss in Boots: The Last Wish,Carla Renata,False,The Curvy Film Critic,fresh,,"Dec 31, 2022",There is nothing better than watching and listening the to animated banter between Salma Hayek and Antonio Banderas! It is literally cinematic gold and only enhanced by the performances from John Mulaney as Jack Horner and Harvey Guillén as Perrito.
Puss in Boots: The Last Wish,Jeffrey Harris,False,411mania,fresh, 9/10 ,"Dec 31, 2022","Puss in Boots: The Last Wish is not just good, it's surprisingly great. The film offers the remnants of the Shrek franchise a much-needed shot in the arm and finally finds the groove for Puss in Boots as a character in a solo adventure."
Puss in Boots: The Last Wish,Dan Lybarger,False,Arkansas Democrat-Gazette,fresh,,"Dec 30, 2022",Puss in Boots: The Last Wish has more dynamic and interesting characters than most live action films have. Screenwriters Tommy Swerdlow and Paul Fisher make the fearless feline more engaging by taking something away from him.
Puss in Boots: The Last Wish,Collier Jennings,False,But Why Tho? A Geek Community,fresh, 9/10 ,"Dec 30, 2022","It’s the perfect cap to the year, and it continues to prove that animation is a medium that can thrive when people give it a chance."
Puss in Boots: The Last Wish,Jeff York,False,The Establishing Shot,fresh, 4/4 ,"Dec 30, 2022","Ultimately, the exploration of Puss’s pain and glory (Remorse the Cat?) made this more than just a sharp and lovely cartoon film. It made it one of the year’s best films, one to be treasured by any age."
Puss in Boots: The Last Wish,Robert Roten,False,Laramie Movie Scope,fresh, B ,"Dec 29, 2022","This year, there have not been many top quality animated films, unlike 2021, when there were more excellent animated films. This movie is one the top five best animated films of 2022, and it should get an Academy Award nomination."
Puss in Boots: The Last Wish,Luke Goodsell,False,ABC News (Australia),fresh,,"Dec 29, 2022","In a pretty lacklustre year for major studio animation, this fleet, funny, Fortnite-esque jaunt is refreshing holiday catnip."
Puss in Boots: The Last Wish,Courtney Lanning,False,Arkansas Democrat-Gazette,fresh,,"Dec 27, 2022",Puss in Boots: The Last Wish is an energetic film that's bolstered by a surprising amount of heart and clever writing. What a fantastic way to end 2022 in film.
Puss in Boots: The Last Wish,Matt Patches,False,Polygon,fresh,,"Dec 27, 2022","A fairy tale adventure that complements genuine laughs with splashy, impressionistic art."
Tár,Erick Estrada,False,Cinegarage,fresh,,"Mar 3, 2023","TÁR is a brilliant description, analysis and criticism of the vertical structures of power... [Full review in Spanish]"
Tár,Tom Shone,False,Sunday Times (UK),fresh, 4/5 ,"Mar 2, 2023","The film and Blanchett’s performance are at their strongest at around the midway point, as realisation of what is coming dawns, and a slowly rising prickle of panic sets in."
Tár,Li Lai,False,Mediaversity Reviews,fresh, C+ ,"Mar 2, 2023",It feels lazy for Tár to use the one wheelchair user as a symbolic shorthand for a fate worse than death.
Tár,Gayle Sequeira,False,Film Companion,fresh,,"Feb 28, 2023",One of the best films of our time.
Tár,Hugo Hernández Valdivia,False,Cinexcepción,fresh, 100/100 ,"Feb 24, 2023","Tár is a colorful rare bird in a monochromatic, conformist and uniform zoo. [Full review in Spanish]"
Tár,Annie Banks,False,Chuck Load of Comics,fresh, 7/10 ,"Feb 23, 2023","Tár remains to be jagged and uncomfortable as it invites conversations around creative genius and self-discipline, even if it may dissipate upon its final act"
Tár,Michelle Jaworski,False,The Daily Dot,fresh, 4.5/5 ,"Feb 20, 2023","Headed by a mesmerizing Cate Blanchett performance, Todd Field takes great care in making the craft at which the titular character excels feel lived-in."
Tár,John McDonald,False,Australian Financial Review,fresh,,"Feb 18, 2023","Blanchett’s Lydia Tár doesn’t exactly sell her soul to the devil, but she shows us that talent is one thing, morality another."
Tár,Akhil Arora,False,Gadgets360,fresh,,"Feb 17, 2023","Blanchett is at her best in Tár, with … Todd Field … hanging on her face in nearly every scene of the film. As the ugliness builds up, with Tár desperately trying to regain the sense of control she craves, it's impossible to look away from her."
Tár,Ian Thomas Malone,False,ianthomasmalone.com,fresh,,"Feb 13, 2023","Field’s pseudo-intellectual script betrays a spectacular exposition on power’s corrosive rot on the genius of the soul, though Blanchett remains perpetually able to pick up the pieces of his shoddy reactionary mess."
Tár,Alison Gillmor,False,Winnipeg Free Press,fresh,,"Feb 10, 2023","Sending off sparks of charisma with every word and gesture, Cate Blanchett is electrifying..."
Tár,Tatat Bunnag,False,Bangkok Post,fresh,,"Feb 10, 2023","The movie challenges viewers to engage in nuanced conversations about very charged topics such as identity politics, power dynamics, cancel culture separating the art from the artist, and the idea of achieving greatness in the modern world."
Tár,Hernán Ferreirós,False,La Nación (Argentina),fresh, 4/5 ,"Feb 9, 2023","Blanchett channels multiple layers of reality with meticulous composure. The same layers are affected by this atypical film that's as pretentious, disconcerting, and difficult to classify as its protagonist. [Full review in Spanish]"
Tár,Pablo O. Scholz,False,Clarín,fresh, 4/4 ,"Feb 9, 2023",A great film -- come with an open mind and dive right in. [Full review in Spanish]
Tár,Rob Gonsalves,False,Rob's Movie Vault,fresh, B- ,"Feb 6, 2023",The movie is intelligent and artful. And we don’t finally give a damn about Lydia Tár or what happens to her.
Tár,Wenlei Ma,False,News.com.au,fresh, 3.5/5 ,"Feb 6, 2023","Much like Lydia herself, Tar is a skilful, polished and fascinating piece of work, but it’s missing a beating heart."
Tár,Diana Cheng,False,Ripple Effects,fresh, 3/4 ,"Feb 6, 2023",Field's feature... is a forceful narrative and an astute study of power set within an artistic and cultured realm.
Tár,Fernanda Solórzano,False,Letras Libres,fresh,,"Feb 2, 2023",A film that swims against the current. [Full review in Spanish]
Tár,Ryan McQuade,False,InSession Film,fresh, A ,"Jan 31, 2023","After 16 years, Todd Field was able to come back and make something that feels so relevant and so necessary."
Tár,Santanu Das,False,Hindustan Times,fresh,,"Jan 31, 2023","In playing a genius, Cate has created an act of genius herself. In a career defined by exhilarating work, the Academy Award-winning actor creates a forensic, incisive portrait of an artist that may very well earn her the third Oscar."
Tár,Beatriz Martínez,False,Fotogramas,fresh, 5/5 ,"Jan 30, 2023","... In Todd Field's hands, the typical rise and fall story becomes new and revelatory, immersing us in wells of ambiguity that are truly disconcerting. [Full review in Spanish]"
Tár,Elsa Fernández-Santos,False,El Pais (Spain),fresh,,"Jan 30, 2023","... A film that dissects the lies of power and its caste through a character that's equally sordid and fascinating, whose complexity and fatalism owe everything to a unique and gifted actor."
Tár,Mikel Zorrilla,False,Espinof,fresh, 4/5 ,"Jan 30, 2023",Highly enjoyable and the reflections it inspires make it one of the richest and most complex works of recent times. [Full review in Spanish]
Tár,Guillem Martinez Oya,False,Cinematismo,fresh, 5/5 ,"Jan 30, 2023",About the power in the high society and how they use it with a marvelous and horrifying Cate Blanchett. [Full review in Spanish]
Tár,Peter Gray,False,The AU Review,fresh, 4/5 ,"Jan 27, 2023","However one embraces or denies Tár as a whole, it’s a film that owns its coldness [...] and brutally thrives through the undeniably magnificent Blanchett."
Tár,Kevin Fallon,False,The Daily Beast,fresh,,"Jan 27, 2023","The rare film that, in spite of its dangerous hype, actually is that brilliant. Wow. Blanchett? Friends, that is a performance."
Tár,Joe Muldoon,False,Battle Royale With Cheese,fresh,,"Jan 27, 2023","Blanchett convincingly breathes life into the world of Lydia Tár in such a way that we forget that we’re not watching a biopic, but one of the most convincing character studies of a fictional woman committed to film."
Tár,Pablo Villaça,False,Cinema em Cena,fresh, 5/5 ,"Jan 27, 2023",Blanchett creates one of those performances that transcends the actor who originated it - a rare (and therefore precious) phenomenon. [Full review in Portuguese]
Tár,Sandra Hall,False,Sydney Morning Herald,fresh, 4.5/5 ,"Jan 26, 2023","The film is a genuine tragedy -- a black comic tragedy, but a tragedy nonetheless. When great artists betray their talent by treating it carelessly and abusing the power that comes with it, it’s always a tragedy."
Tár,Anthony Morris,False,It's Better in the Dark,fresh,,"Jan 26, 2023","Tar (and Cate Blanchett) dominates her world through sheer force of personality, and she builds that personality in every conversation. It's when she stops talking - and people realise they can stop listening - that her world falls apart"
Tár,Sarah Ward,False,Concrete Playground,fresh,,"Jan 26, 2023","The least surprising aspect of Tár is also its most essential: Cate Blanchett being as phenomenal as she's ever been, plus more."
Tár,Andiee Paviour,False,Nobody's Reading This But Me,fresh, 4/5 ,"Jan 26, 2023",Cate Blanchett is repellently alive in a chilling confirmation of the corruptive reach of power.
Tár,Whang Yee Ling,False,The Straits Times (Singapore),fresh, 5/5 ,"Jan 25, 2023","A standing ovation, please. This philharmonic backstage drama is a virtuosic examination of power and privilege with a savage punchline for an ending."
Tár,Graeme Tuckett,False,Stuff.co.nz,fresh, 5/5 ,"Jan 25, 2023","Tár is dense, scabrous, chilling, occasionally very, very funny and absolutely hypnotic."
Tár,Jorge Loser,False,Espinof,fresh, 4/5 ,"Jan 24, 2023","[Tár] ambiguously disassembles interactions between power and gender... mutating themes to be analyzed or destroyed by differing perspectivces, and not only he's aware, but he [Todd Field] builds his thesis around it. [Full review in Spanish]"
Tár,Jim Schembri,False,jimschembri.com,rotten, 2/5 ,"Jan 24, 2023","The deep degree of conviction Blanchett brings to the character gives new meaning to tour de force acting,..Sometimes a strong central performance is enough to pull a film through, yet she can’t keep Tár from sliding into the doldrums of mediocrity."
Tár,Irene Crespo,False,Cinemanía (Spain),fresh, 4/5 ,"Jan 24, 2023","Blanchett makes the complex, intricate, brilliant, pissy, pathetic, detailed character portrayal of a female orchestra conductor worthwhile. [Full review in Spanish]"
Tár,Simon Miraudo,False,Movie Squad (RTRFM 92.1),fresh, 5/5 ,"Jan 24, 2023","Brilliant mud-black comedy with a sinister nightmare logic, as Blanchett’s bloviating conductor rages against impending ego death in the shadow of public cancellation."
Tár,Sebastian Zavala Kahn,False,Cinencuentro,fresh, 5/5 ,"Jan 23, 2023","One of the most memorable experiences I have had in a while. Different, mysterious, uncomfortable and challenging —and anchored in a simply spectacular Cate Blanchett. Full review in Spanish."
Tár,Victoria Luxford,False,Small Screen,fresh, 9/10 ,"Jan 23, 2023","Playing out like Black Swan at the other end of the success story, Tár is an engrossing movie that deserves the boost of a potential Oscar run. If nothing else, it cements Blanchett as one of the best on-screen storytellers working today."
Tár,Jackie K. Cooper,False,jackiekcooper.com,rotten, 5/10 ,"Jan 22, 2023",Blanchett's acting elevates a mediocre script to a watchable level.
Tár,Jeff Simon,False,Buffalo News,fresh,,"Jan 20, 2023",What thrills me about Tar is that it's a completely uncompromising film. No discernible effort has been made to dumb anything down.
Tár,Roe McDermott,False,Hot Press,fresh,,"Jan 19, 2023","Every shot in TÁR is sumptuously composed, with the production and costume design providing insight into the character’s emotional state."
Tár,Nestor Bentancor,False,Nestor Cine Desde Hollywood,fresh,,"Jan 19, 2023","A precise, layered and brave character study that reverberates with harmonious talent, from its masterful conductor and protagonist. [Full Review in Spanish]"
Tár,Ben Turner,False,The Pink Lens,rotten, 1/5 ,"Jan 18, 2023","Meandering along inconsequential tangents, it’s a dense, difficult and utterly infuriating film that most will struggle to sit through."
Tár,Maria Lattila,False,whynow,fresh, 4/5 ,"Jan 17, 2023","Ultimately, Tár must be seen, experienced, to be believed. Much like its central character, Tár is thorny and difficult yet uncompromising and dazzling in its superiority."
Tár,Wendy Ide,False,Observer (UK),fresh, 5/5 ,"Jan 16, 2023","It’s a phenomenal picture, supported by top-tier crew..."
Tár,David Walsh,False,World Socialist Web Site,fresh,,"Jan 15, 2023","Tár, written and directed by Todd Field, is a drama about a world-famous classical music conductor and how she is brought low by a sordid sex scandal. It is a serious and worthwhile film, whatever the balance of its various merits and defects."
Tár,Aaron White,False,Feelin' Film Podcast,fresh, 4/5 ,"Jan 14, 2023","Exceptionally well-made and worthy of all the awards. Cinematography looks great, the score is beautiful, fantastic use of sound design, and the central performance is mind-blowing."
Tár,Jeffrey M. Anderson,False,Combustible Celluloid,fresh, 3.5/4 ,"Jan 13, 2023","She is as fully-formed a character as Charles Foster Kane, a great and terrible figure that will not be easy to ever forget."
Tár,Clarisse Loughrey,False,Independent (UK),fresh, 4/5 ,"Jan 13, 2023","Lydia herself is so compellingly constructed, a perfect synthesis of hypocrisy and denial, that Field’s shortcuts never cost the film much of its nuance."
Tár,Andy Lea,False,Daily Express (UK),fresh,,"Jan 13, 2023","Tár keeps us guessing. It’s a tense thriller, an engrossing character study, and a thoughtful study of cancel culture."
Tár,Demetrios Matheou,False,The Arts Desk,fresh, 5/5 ,"Jan 13, 2023","his is a slippery, sly piece of work, whose bold combination of world building, social critique and psychological investigation needs to be experienced, absorbed, pondered over, and even then will defy description."
Tár,Tom Duggins,False,CineVue,fresh, 5/5 ,"Jan 13, 2023","It can move at a fast clip, overwhelming you with detail, only to slow for a moment or two, allowing you to marvel more fully at this strange public figure and her internal hive of neuroses."
Tár,Cole Smithey,False,ColeSmithey.com,rotten, ONE STAR ,"Jan 13, 2023","""Tár"" comes across as a cheap parlor game. Marin Alsop calls Tár ""antiwoman."" Hard to argue with Marin Alsop. You're a fool if you do."
Tár,Linda Marric,False,The Jewish Chronicle,fresh, 5/5 ,"Jan 13, 2023",It is genuinely hard to imagine anyone but Blanchett being able to pull this off so successfully.
Tár,Eddie Harrison,False,film-authority.com,fresh, 5/5 ,"Jan 13, 2023","‘…Tar is a ‘must see’ movie for anyone who gives a damn about the conflicted, complex world we all share…’"
Tár,Paul Whitington,False,Irish Independent,fresh, 5/5 ,"Jan 12, 2023","It’s a fascinating drama, packed with attitude and ideas, and Blanchett is absolutely enthralling as Lydia Tár."
Tár,Deborah Ross,False,The Spectator,fresh,,"Jan 12, 2023","It’s basically everything you are certain will bore you to death, but it doesn’t here. It’s riveting. The film is 157 minutes long and doesn’t drag for a single second."
Tár,John Byrne,False,RTÉ (Ireland),fresh, 5/5 ,"Jan 12, 2023",Cate Blanchett never ceases to amaze.
Babylon,Tom Shone,False,Sunday Times (UK),rotten, 2/5 ,"Mar 2, 2023",Chazelle appears to have mistaken his own dexterity for directing.
Babylon,Ian Thomas Malone,False,ianthomasmalone.com,fresh,,"Feb 27, 2023","Babylon is an easy film to hate. Chazelle’s work is sloppy, arrogant, and self-indulgent bordering on masturbatory, but also irritatingly beautiful and hard to get out of one’s head."
Babylon,Wesley Lovell,False,Cinema Sight,fresh, 3/4 ,"Feb 27, 2023","Outside of these production moments, the film feels like it’s toiling away at revealing plot threads that aren’t nearly as engaging as they could be."
Babylon,John McDonald,False,Australian Financial Review,rotten,,"Feb 18, 2023","Surely there came a point in this extravaganza when the director, the producers, the actors, and the people who did the catering, began to feel it had all gone wrong."
Babylon,Mike Scott,False,Times-Picayune,fresh, 3.5/4 ,"Feb 15, 2023","Chazelle’s overstuffed homage to old Hollywood is often totally bonkers, but it’s also consistently mesmerizing. Running longer than 3 hours, it's an undeniably self-indulgent exercise, but one that showcases magnificent craftsmanship at every level."
Babylon,Brian Susbielles,False,InSession Film,fresh,,"Feb 14, 2023","It may have been a box office failure, but all three hours are utilized perfectly and never goes flat."
Babylon,Gisela Savdie,False,El Heraldo,fresh, B+ ,"Feb 13, 2023","Babylon is as chaotic and messy as what it tries to describe, but it's wonderful, and manages to make us reflect on the implications of fame, with its moments of glory and decline. [Full review in Spanish]"
